id	timestamp	code_sha256	parameters	basis	precision	quotient	rigorous_status	wall_seconds	peak_memory_kb	notes
C10-D12-BAND-RATIONAL-TRIALS-V3	2026-09-02T08:51:49+02:00	5e999a3727b9922aac986629e6b022b08614cfcd5ab38203b5f1a8e9e806a7bc	k=48;C10;rawSHA=0ac99ee5;recoverySHA=6411f11d;serialized-action-base;H12 gauge	three exact band trials at projective max coefficient changes 5%,10%,20%;272 explicit ordered labels	Decimal230/270 preconditioned-direction discovery plus independent exact Fraction P/scaling/contraction	NA	TWO SCOPED INDEPENDENT AUDITS PASS;no finite form evaluation;fresh scalar reevaluation required	2.9 producer;5.8 independent audit	unknown	Supersedes v2 after hostile manifest-closure repair. Manifest SHAc16b9600; trials SHA43ba7ad4/e3319cde/88c1d26f; small-delta auditor SHA8d2fb44/report SHAf2449e and exact-integrator external test SHA3475ab61 PASS. Exact P-norm error9.93e-189 and residual solve error9.11e-189; actual-displacement first derivatives +.01491013,+.02982027,+.05964053. Derivatives only, not finite quotient changes. Tests SHA4b0390f9,6/6 normal/-O incl between-write mutation rejection.
C10-D12-BAND-NEAR20-MP100-NEGATIVE	2026-09-02T08:54:19+02:00	47167e92a0f346e969706dc282ccb2dfd4ac31a0a75b654938ffbe8423cf4a4a	k=48;alpha=79247/300000;eta=76247/300000;delta=1/100;B1=B2=3/20;B3+=97/625;workers=2	near20 v3 exact band input SHA88c1d26f;272 ordered labels	Decimal100 direct grouped scalar traversal plus frozen output auditor	0.9668265520464799881755466130613854373447791466256840713109713168829418980673084898579416379677011753	SCALAR RESULT AUDIT PASS;negative discovery endpoint;not exact integrals and not an upper bound	6692.530060	318692 max child	Result SHAfeb5e858,I-stage SHAdb9caca0; D=2.5013610205958955914851846027913924617e-132,N=2.4183822509661939507276920237511556846e-132,margin=-8.2978769629701640757492579040236777e-134; counts1575/312/695/1200; evaluator SHA47167e92,integrator SHA941ee82,auditor SHA5e704655. Endpoint misses conditional projected-line crossing threshold .97847852790172937299688 by .01165197585524938482134. Particular endpoint only.
C10-D12-BAND-NEAR20-PROJECTED-LINE	2026-09-02T10:49:00+02:00	bbbce83623550d8d92467827e9c8535e172ed05dc237c93141737e04ae9e3468	k=48;C10;theta(s)=theta0+s*(theta_near20-theta0);base action SHA6411f11d;endpoint SHAfeb5e858	2D line through serialized Decimal100 base action and fresh near20 endpoint forms	exact Fraction polarization,Decimal230 stationary roots,and independent raw-direction chart reconstruction	0.97193151751735597906816852400429627724768025124880662101940222325046996936802414	TWO CHART RECONSTRUCTIONS PASS relative to serialized discovery data;negative by .02806848248264402093183;line retired only	<1	unknown	Quadratic artifact SHAbf227a7f,independent raw-chart SHA6046a35c; finite maxima differ3.8438300e-62 from MP100 Euler residual. Exact Möbius/chart checker SHAaa56e6dc and tests SHAb171ef55 2/2 normal/-O explain coordinate-dependent infinity .965008 vs .800443. Selected h-chart s=.04381087220633408249,gain over base=.000961669883566405. No compact candidate; full20-function band space remains open.
C10-D12-BAND-GRADIENT-RECOVERY-V2-AUDIT	2026-09-02T08:35:00+02:00	9342fa3f6d8157a4d9b8603a20bb0527b7f47087a5aa3c9d39aebef892f9fee5	k=48;C10;raw rejected gradient SHA0ac99ee5;baseline/source/bands/full dependency closure pinned	20 A-action and20 B-action coordinates reconstructed solely as exact Fraction halves of serialized gradients	static Decimal100/Fraction recontraction;normal/-O hostile tests	NA	SCOPED AUDIT PASS discovery-only;not exact integral actions and no trial quotient	<1	unknown	Recovered artifact SHA6411f11d supersedes retired d838bbc8. All40 fraction halves independently match gradient/2; exact mismatch sets A{7,12,16,17},B{10,16,17,18,19}; report RECOVERED-BAND-GRADIENT-AUDIT.md SHA50244190; tests SHAa9926cef,3/3 normal/-O. Fresh scalar reevaluation remains mandatory.
C10-D12-QUADRATIC-INDEPENDENT-DYADIC-READINESS	2026-09-02T08:40:00+02:00	096bba04401b4d5241229bcd3c5332ca3ec13e825f692c09618f8c4469be5123	k=48;C10;6 channels1,L,Z,L2,LZ,Z2;96 serialized/93 effective;baseLCM714bits;multiplierLCM2310bits	integer-scaled 272-term D12 base times exact D4 quadratic per-stratum multiplier	independent tagged Fraction/dyadic recurrence;signed k2/k3 literal oracle;normal/-O	NA	SCOPED PRELAUNCH AUDIT PASS;target D12 not launched;no quotient	46.037205 exact D4 I;3037.074594 exact D4 48J	296552	Exact D4 I and 48J both bit-for-bit PASS; active faces16/16; only identically-zero R0 L,L2,LZ pruned; strict I.lo and (48J-I).lo acceptance. Driver SHA11a052a0; core/driver tests4/4 normal/-O; readiness report QUADRATIC-INDEPENDENT-DYADIC-PRELAUNCH-AUDIT.md. Decimal producer I-stage SHA8b5c1c1a, final absent at calibration checkpoint; no D12 launch or sign inferred.
C10-D12-BAND-CANDIDATE-RATIONALIZER-AUDIT	2026-09-02T09:45:00+02:00	d972aaf7881f1c1c2c9d8cc8379239f504ad49b12753d502511ea8483fe5301d	k=48;C10;degree12;20-to-272 exact band expansion;common grid d=40	near20 v3 exact rational candidate normalized and rounded to one common decimal grid	Fraction exact algebra;strict parser;hostile publication/inode mutations;normal/-O	NA	TWO INDEPENDENT SCOPED AUDITS PASS;frozen discovery-only producer;no production candidate or quotient	<1	unknown	Earlier fddb postwrite false accept,09d supersession,and57c check/rename foreign-inode race all repaired. Final producer writes/rejects only through held O_EXCL fd; tests SHAe8b6107c pass8/8 normal/-O. Exact-integrator delta PASS and small-delta independent producer8/8+hostile2/2 normal/-O PASS; small-delta report SHAe74d029e. Reproduction output SHA7da4f222,payload2e09c72d is audit data only; no production compact candidate until projected-line sign is known, and any emitted vector requires fresh scalar MP recheck.
C10-D12-FIXED-VECTOR-DYADIC-PRELAUNCH-AUDIT	2026-09-02T09:55:00+02:00	1759db7e6c03bc25fb9b0d3826413f548deb3dff8bb87a7bc5b6869c2d6556ed	k=48;C10;degree12;dim272;LCM714bits;orbitpairs5929	arbitrary caller-pinned exact fixed vector on complete no-ones D12 basis	integer-directed dyadic plumbing;signed k2 Fraction oracle;forward/reverse;normal/-O	NA	SCOPED PRELAUNCH AUDIT PASS;target D12 unlaunched;theorem_ready=false	<1	unknown	Old1dfa Boolean endpoint and postwrite mutation false accepts repaired. Producer9/9 and independent3/3 normal/-O. Exact low-k I=1938469/15000000,J=12066211/262500000 enclosed in both orders; factor48 once/equality rejected; report FIXED-VECTOR-DYADIC-PRELAUNCH-AUDIT.md.
C10-D12-FIXED-DYADIC-PRELAUNCH-AUDIT	2026-09-02T09:51:15+02:00	1759db7e6c03bc25fb9b0d3826413f548deb3dff8bb87a7bc5b6869c2d6556ed	k=48;C10;target counts I=1575/312,J=695/1200;precision planned512;shadow96	complete no-ones D12 basis;272 explicit rational coefficients;primitive common scaling	static hostile audit plus unit tests normal/-O	NA	SCOPED PRELAUNCH AUDIT PASS AFTER THREE REPAIR ROUNDS;no target run and no quotient	0.06	unknown	Audit SHA a1e0039bc3b354657879fb712cb7778963c78fccc34615800ba6743bb8f16abe; tests SHA533cbb26,9/9 normal/-O and py_compile. Supersedes SHA1dfa after explicit Boolean-endpoint and postwrite-mutation counterexamples; now canonical string endpoints, type-exact metadata, postpublication full closure/output rehash, failure sentinel, serial reverse r traversal, factor48 and strict lower-margin gate. theorem_ready=false; backend primitives and any target output still require independent audit/reconstruction.
C10-D12-BAND-SPARSE-H6-CONTINGENCY	2026-09-02T10:28:52+02:00	50284460fc4d2629b760016b56792617dbf64b0f24cf6c912875c92365cf3b79	k=48;C10;sourceSHA719c656e;bandsSHA29d38a9e;recovered-actionSHA6411f11d;H12 projective gauge	one compressed H6 coordinate;11 of 272 expanded orbit labels	exact Fraction manipulation of stored Decimal100 first-order data;normal/-O tests	NA	discovery-only tangent selection;no finite quotient and no new integration	<1	unknown	Exact relative-step ranking selects +H6 ahead of -H7,-H5; formal serialized directional derivative 1.5496557083626953e16 is a scale artifact. Finite-step identity is Delta(tau)=2tau R+tau^2(D0B11-N0A11), so improvement iff C>-2R/tau. Exact PSD-completion counterexample proves first-order data cannot certify any specified nonzero step without H6 self-forms. Artifact SHA705908c6; report SHAf4b7a563; tests SHA20e0f9f8,3/3 normal/-O.
C10-D12-BAND-SPARSE-H6-SELF-MP100	2026-09-02T10:57:30+02:00	47167e92a0f346e969706dc282ccb2dfd4ac31a0a75b654938ffbe8423cf4a4a	k=48;C10;inputSHAa716e6a8;workers=2;11 labels	pure H6 self direction containing the complete11-label band block	Decimal100 grouped scalar self-form traversal	0.3971939385982346476993650859241703076369747442721445626415656754452893886371856779362747837104636244	raw result gates/counts pass;negative self quotient;repaired exact-context replay passes	64.506742	24608 max child	Result SHA0ee7813d,I-stage SHAf7ec9e5f;77 I groups,312 faces,23 marginal components,1200 J domains. A11=3.14640787386387078996e-95,B11=1.24973413585648832093e-95; separately serialized fields differ by one Decimal100 unit, while the repaired consumer replays the evaluator operation order exactly and rejects a one-unit mutation. Consumer SHAf2462e96; tests SHA365b08fe,4/4 normal/-O. Required B11/A11 crossing threshold=.9999969861865805383,actual=.3971939386.
C10-D12-BAND-SPARSE-H6-LINE-NEGATIVE	2026-09-02T11:07:41+02:00	f2462e9688bf0f426856ff81f7354476a762e1617c1fd8c81b7b67a17098b797	k=48;C10;baseSHA6411f11d;selfSHA0ee7813d;Decimal100 replay	span of capped D12 base and exact 11-label H6 band direction	quadratic pencil from stored cross channels and fresh self forms;normal/-O tests	0.9709699403308764355082616430885453266121949508416296830500004147334169176224	discovery-only negative line;repaired consumer PASS;no rigorous integral error bound	64.506742 self run;postprocess lightweight	24608 max child	Frozen line artifact SHA58e700ae; tests SHA365b08fe,4/4 normal/-O. Maximizer s=1.1963659022852116293e-23; gain=9.26970868614e-8; shortfall=.02903005966912356449. Retires only this H6 pencil, not the full 20-coordinate band space.
C10-D12-SPARSE-COORDINATE-SELF-SCAN-PREP	2026-09-02T11:17:00+02:00	82ee455d319b770c114428fe98dfc5b76d0dd7ca1d3c095729c60ac2c23fb344	k=48;C10;coordinates0..18;H12 gauge;sourceSHA719c656e;bandsSHA29d38a9e;recoverySHA6411f11d	19 signed unit compressed-coordinate directions expanded to exact sparse no-ones orbit inputs	Fraction exact static action/ranking/count reconstruction;normal/-O byte-reproduction tests	NA	PRELAUNCH PACKAGE PASS;no new self-form integral or quotient	160.54 full manifest;12.53 H7/H5 tranche	32552 full;25276 tranche	Manifest SHA967a004e; report SPARSE-COORDINATE-SELF-SCAN.md; tests SHA33a7ec31,2/2 normal/-O. Exact post-H6 queue begins -H7 SHA22f64323 dim15 then -H5 SHAf6aec9b2 dim7. H7 counts225/689 orbit,129/502 I,34/15 marginals,312/1200 faces/domains; H5 counts49/102,38/134,14/7,312/1200. No sign inferred before fresh scalar self forms.
C10-D12-SPARSE-H7-H5-LINES-NEGATIVE	2026-09-02T11:25:00+02:00	032387cb9ea1a0b2405f04f03913eb9c6d63aaad16310b95ee137d7a86ebff79	k=48;C10;baseSHA6411f11d;H7input22f64323;H5inputf6aec9b2;Decimal100 replay	separate 2D pencils of capped D12 base with -H7 and -H5 sparse band directions	fresh Decimal100 grouped self forms plus exact serialized cross actions;generic fail-closed line reconstruction;normal/-O hostile tests	H7=.97096994554027590479059613418806128850812988919423848;H5=.97096993547836503098245737626407116825721758960086819	both discovery-only lines negative;not a multi-coordinate upper bound	H7=137.681920;H5=25.321705	H7 child30856;H5 parent23996	H7 result/stage SHA4b47730d/0ac25784,line SHAb937daf2,max s1.43263038e-23. H5 result/stage SHA0aa72739/ced65a77,line SHAe7810374,max s1.35998703e-23. Consumer/test SHA032387cb/5ff3dce5,3/3 normal/-O incl final-ulp,count,stage,alias mutations. Retires only the two coordinate lines.
C10-D12-SPARSE-CORE6-RITZ-MP100	2026-09-02T12:05:54+02:00	894626ba0b0b66b3acedc26ddd1025abcd15155db13d72482bd500ef36a3ed26	k=48;C10;pairManifestSHA32d7e868;coordinates=10,9,6,8,5,11;15 unscaled pair sums	span{base,d10,d9,d6,d8,d5,d11}	Decimal100 grouped forms;exact Fraction polarization and LDL;Decimal120/190 Cholesky-Jacobi Ritz	0.970974468240619122464713832002280486196017926804702107921170108673458304310766259109902219828482017089345	discovery-only negative;exact only relative to serialized MP100 forms;continuation gain gate FAIL	253.241739 aggregate pair CPU-seconds;Ritz <1	24768 max parent KiB	Sanitized artifact SHA906a84cb emits no vector/candidate;A has 7/7 exact positive LDL pivots;gain=0.00000462060682954835232382786272448245445336091617;shortfall=.0290255317593808775352861679977195138039820731953. Solver tests SHA24102627,5/5 normal/-O. Independent report SHA7d634b94/result SHA14b779cc,solver SHA78820c6d,tests SHAc9bf7770 3/3 normal/-O give SCOPED AUDIT PASS with exact A/B48/pivots identical and q difference4.01e-189. Stale artifact SHA8193ef60 is preserved but INVALID/SUPERSEDED because it serialized a rational vector despite q<1. Selected core6 cross tier retired; full20 space remains open.
C722-D12-SUPPORT-KERNEL-PROTOTYPE	2026-09-02T12:15:00+02:00	774b8f3a09d77d79d6e4abe56cce4ed1eb82fc5f71ca08cb033bd383091073a3	planned k=48;C722 delta361/50000,A3121/12000,epsilon1/250,scheduleSHA8c67d655;target uncompiled	support-independent raw orbit/I-slack/marginal contractions for one fixed symmetric vector	Fraction exact signed low-k direct-vs-kernel replay;constant/nonconstant support;serial/fork;normal/-O	NA	SCOPED FORMULA AUDIT PASS;no D12 kernel,forms,quotient,or launch	0.82 per five-test run	lightweight	Tests SHA7662e0e8,5/5 normal/-O; exact-integrator report SHA94105250 independently reran and checked I translation,marginal indexing,and branch factors. Combined C722 verifier SHA4fef5565 rerun PASS. Plan predeclares625 I faces,2468 J domains,3.80h estimate and <=.975/>=.985 endpoint gates. Audit says savings are thin because support-specific branch/density/domain integration remains dominant; exact D4 regression,production serialization,and resume-safe scheduled I stage remain.
C10-D12-SPARSE-CORE6-RITZ-INDEPENDENT-AUDIT	2026-09-02T12:10:00+02:00	78820c6d1223b1c304c052a6f974fa4fda5a1c370d625815bc6f39ead770f279	k=48;C10;coordinateManifestSHA967a004e;pairManifestSHA32d7e868;preflightSHAa67ef637;15 pair sums	span{base,d10,d9,d6,d8,d5,d11}	independent exact Fraction polarization/LDL;Decimal100/160/220 Jacobi;exact rationalized-vector contraction	0.97097446824061912246471383200228048619601792680470210792117010867345830431076625910990221982848201708934524965	SCOPED AUDIT PASS discovery-only;negative;continuation gain gate FAIL;not rigorous integration	<1 solver/audit after completed scalar forms	<30000	Independent artifact SHA14b779cc; report SHA7d634b94; tests SHAc9bf7770,3/3 normal/-O. All exact A/B48 entries and seven LDL pivots equal sanitized capped SHA906a84cb string-for-string after independent freeze; q delta4.01e-189. Normalized A correlation condition7629769.6124; Decimal220 Jacobi residual5.98e-208; exact grid-vector normalized residual7.01e-62. Gain4.62060682954835e-6 misses1e-4 gate; no upper bound for full20-coordinate space.
C10-D4-STRATUM-MOMENT-TABLE-ORACLE	2026-09-02T12:25:00+02:00	fcc471d8a0c8dce01147b6984f981ae5f40ef08a943d2f05ecbe1ec3b0eadccd	k=48;C10;fixedD4SHA2b11a18c;degree2 calibration;target design degree3	fixed capped-optimal no-ones D4 F0 times all per-R L^aZ^b,a+b<=2;dim96	Fraction exact multiplier-independent U/W moment table;fresh traversal;all-entry frozen-oracle comparison	0.95396743884855077857787465867102826220621149175756	EXACT D4 ORACLE PASS;implementation calibration only;no D12 degree3 sign	460.514833	49252	Artifact SHA25a054b5; report SHA6bb2bdaa; tests SHAfe9ceb77,3/3 normal/-O. All I/48J entries equal frozen quadratic artifact SHAfbc8c38d; exact particular contraction matches. Counts312 I faces,1200 J domains,4680 I scalar moments,8556 J marginal-orbit products,57788 J scalar moments versus31980 channel products. 4.318x faster than frozen1988.494s D4 channel construction. Degree3 cost formulas predict14712 orbit products/167380 scalar J moments; no production run launched.
C10-D12-IMPORTANCE-POINT-MARGINAL-EVALUATOR	2026-09-02T12:17:00+02:00	e006f998d285119cc534612fbfdfa69beea8f807c2b7d2000c396f0aabac0022	272-label integer-scaled C10 D12 vector;48-coordinate exact point; signed k=2 marginal fixture	orbit-normalized point evaluation and analytic distinguished-coordinate `(R,a,b)` marginals	Fraction dynamic program versus brute-force orbits, pointwise polynomial expansion, and literal antiderivatives;normal/-O	NA	POINT/MARGINAL ALGEBRA PASS only;sampler and quotient absent	<1	unknown	Tests SHA126cdaa8,7/7 normal/-O. Repeated/equal and unequal parts agree exactly with brute force; full D12 value is permutation-invariant; four pointwise distinguished evaluations and signed small/large 1,L,Z channels match independently written formulas; threshold/cutoff and malformed inputs reject. Design SHA874d9f8f freezes target-density identities, reversible-kernel tests, and D4/mixing gates. No stochastic integration or theorem claim.
C10-D12-IMPORTANCE-REVERSIBLE-KERNEL	2026-09-02T12:24:00+02:00	23f5a09d5eb0bd8aaae3ecf13c7cd6584b082e97d05ac11ab7d528586fc5074b	generic physical-plus-slack simplex;caller-supplied support/log density	pair-redistribution Metropolis kernel for future muI/muJ chains	Fraction exact reverse-map tests and deterministic float chain tests;normal/-O	NA	REVERSIBLE-KERNEL ALGEBRA PASS only;D12 adapters/calibration/quotient absent	<1	unknown	Tests SHAa8e3d6e2,6/6 normal/-O. Exact physical/physical and physical/slack reversals, constant-density acceptance, target/support rejection, power-zero tempering, seeded reproducibility, simplex preservation, and invalid arguments pass. Design SHA874d9f8f; no stochastic sieve result or theorem claim.
